ResponseID,Finished,Career,ProgramDescr,Level,AcadPlan1Name,AcadPlan1,AcadPlan1Type,DormBuilding,OrignAddrCntry,Q1.a,Q1.b,Q1.c,Q1.d,Q1.e,Q1.f,Q1.g,Q1.h,Q1.1,Q1.2,Q2.a,Q2.b,Q2.c,Q2.d,Q2.e,Q2.f,Q3.a,Q3.b,Q3.c,Q3.d,Q3.e,Q3.f,Q3.g,Q3.h,Q3.i,Q3.j,Q3.k,Q3.l,Q3.m,Q3.n,Q3.o,Q3.1.a,Q3.1.b,Q3.1.c,Q3.1.d,Q4.1,Q4.2,Q4.3,Q5.1,Q5.2,Q5.3,Q5.4,Q5.5.a,Q5.5.b,Q5.5.c,Q5.5.d,Q5.5.e
R_DVrAcC6L6U9h5C1,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Religion,RELPHD,Major,No Dorm,USA,3,3,4,4,2,1,1,1,3,4,4,3,2,5,4,4,3,3,0,3,4,0,3,4,3,3,3,0,4,4,5,1,1,0,0,2,0,2,1,1,4,4,0,0,1,0,0
R_eXbvSkpkT3LEyMp,Survey Complete,PUBH,Master of Public Health,Grad Yr 1,Global Health,IHMPH,Major,No Dorm,BEL,5,5,3,4,2,2,2,6,3,3,6,6,5,2,6,5,4,4,5,5,5,5,5,4,3,3,5,5,5,3,5,1,1,0,1,2,0,1,1,1,4,2,1,0,0,0,0
R_2ZNtvabQ0y4rJnU,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Quantitative Science,QSSBS,Major,No Dorm,CHN,7,6,6,5,3,6,6,3,4,5,7,5,5,6,7,6,4,5,3,5,5,2,5,5,4,4,3,3,4,5,4,1,1,0,1,1,1,0,0,5,4,1,0,0,1,0,0
R_9MFyVLc3YH4Qsxz,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,No Dorm,USA,5,4,5,2,4,4,5,4,4,4,6,5,5,5,6,5,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3szan17QX2YjoP6,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Anthropology & Human Biology,ANTHHBIOBS,Major,No Dorm,USA,5,4,5,5,3,2,2,6,4,5,7,7,7,6,6,7,4,5,5,5,5,5,5,5,5,5,5,4,5,5,3,1,1,0,0,1,1,0,1,4,4,3,1,0,0,0,0
R_3nC02nsjbsTAZq3,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Epidemiology,EPIDPHD,Major,No Dorm,USA,5,6,7,3,4,1,4,3,3,5,7,6,6,6,6,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,0,0,2,0,3,1,5,6,4,1,0,0,0,0
R_DwY4Rc8OUWUAgkp,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBS,Major,No Dorm,USA,3,2,5,4,5,1,1,1,2,2,2,4,2,6,2,3,5,3,4,0,4,0,5,4,3,4,4,0,4,2,1,1,1,0,0,1,1,0,1,5,5,4,0,0,1,0,0
R_yjROEV8UmOZAitj,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,English,ENGLISHBA,Major,Clairmont Residential Center Apts,USA,7,7,4,5,3,3,1,7,4,4,5,6,6,7,5,5,3,5,0,5,5,4,5,5,5,5,4,4,4,5,3,1,1,0,0,1,1,0,1,6,6,4,1,0,0,0,0
R_r169TgYSRc4jqPD,Survey Not Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,No Dorm,USA,5,6,4,2,5,3,2,7,3,3,5,7,5,4,4,3,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_DwugiBDdAJSsYJr,Survey Complete,UBUS,Bachelor of Business Admin,Senior,Business Administration,BUSBBA,Major,Eagle Row 17,USA,4,3,4,5,2,3,5,5,2,3,4,5,5,5,5,4,4,3,4,3,4,5,4,3,2,3,4,3,3,4,4,0,0,0,0,0,0,0,1,4,4,4,0,0,1,0,0
R_2EAKiV4W3IcRyCe,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Computer Science,COMPSCIBA,Major,No Dorm,USA,7,7,7,7,7,7,7,7,4,2,5,4,5,4,5,6,5,3,5,4,3,4,5,4,4,3,5,3,3,4,0,1,1,0,0,1,1,0,1,5,6,4,1,0,0,0,0
R_1GBQgUvSy95raet,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,English,ENGLISHBA,Major,No Dorm,USA,3,3,4,2,1,1,1,3,3,5,4,4,3,6,2,2,5,4,4,3,5,5,4,5,4,4,1,2,3,4,3,1,1,0,0,1,1,0,1,1,2,3,1,0,0,0,0
R_T7Nzms77Sa1zrxL,Survey Complete,UBUS,Bachelor of Business Admin,Senior,Business Administration,BUSBBA,Major,Clairmont Undergraduate Apts,CHN,3,5,3,3,5,3,6,2,3,4,5,7,5,6,6,4,5,3,4,4,3,5,3,0,3,4,5,5,4,4,5,1,0,1,0,1,2,0,0,4,4,1,1,0,0,0,0
R_3ltY9EcBjUKrqT3,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Clairmont Residential Center Apts,USA,5,5,5,5,5,1,1,3,2,3,5,5,5,4,3,3,5,4,4,5,4,4,5,5,5,4,4,5,5,5,4,1,1,0,1,1,1,0,1,3,1,4,1,0,0,0,0
R_2YzZGI4uOVwVWNY,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Economics & Mathematics,ECONMATHBA,Major,No Dorm,USA,4,6,5,7,2,1,1,2,3,3,5,2,2,3,2,6,5,5,5,5,5,5,5,4,3,2,4,5,4,2,2,1,1,0,0,1,2,0,1,7,7,4,0,0,1,0,0
R_1HkFSuGAWnKnOqo,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,No Dorm,USA,7,5,2,4,3,1,1,4,3,2,5,7,7,7,5,3,5,4,5,5,5,3,5,2,3,1,3,0,4,3,1,1,1,0,0,1,1,0,0,1,5,1,0,0,1,0,0
R_1P7TBx1qgOTiNyY,Survey Complete,THEO,Master of Divinity,Prof 1,Divinity,MDVDIVIN,Major,No Dorm,USA,5,5,3,6,3,4,2,5,5,5,5,4,4,5,6,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,0,2,0,1,1,5,5,4,1,0,0,0,0
R_YbjNXBNFXClmbgB,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Biology,BIOLOGYBS,Major,Clairmont Undergraduate Apts,USA,6,6,6,6,6,6,6,6,5,5,7,7,7,7,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,0,0,1,1,0,1,3,5,1,1,0,0,0,0
R_AFlestrOZr6uijv,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,American Studies,AMERSTBA,Major,Clairmont Residential Center Apts,USA,7,5,5,7,3,3,5,7,3,5,7,7,6,7,5,6,4,0,5,0,5,0,5,5,5,3,5,4,5,5,5,1,1,1,0,1,1,0,1,3,6,4,1,0,0,0,0
R_1Lj98ZysvMYAGVi,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Computer Science,COMPSCIBS,Major,No Dorm,USA,5,7,3,3,1,1,1,5,1,3,5,7,7,7,2,4,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2D5otxiQLYS44hO,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Environmental Sciences,ENVSBS,Major,Eagle Row C,USA,5,6,5,4,7,7,6,7,5,5,7,7,7,7,7,7,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,1,1,1,0,1,1,0,1,4,6,4,1,0,0,0,0
R_2z5vnrarZnTVuWG,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,3,6,6,3,1,1,2,2,3,7,7,7,6,7,6,0,0,0,0,4,4,5,5,4,5,4,4,5,2,2,1,1,0,0,2,0,2,1,4,3,4,1,0,0,0,0
R_3Piz7PSfxy3ceF3,Survey Complete,UBUS,Bachelor of Business Admin,Junior,Business Administration,BUSBBA,Major,Clairmont Undergraduate Apts,USA,7,7,6,6,7,2,5,1,5,5,6,7,5,6,5,6,5,5,0,4,5,5,5,5,5,4,5,5,5,5,3,1,1,0,0,1,1,0,1,5,4,1,1,0,0,0,0
R_2ZWSdPKNu97yr9L,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Biology,BIOLOGYBA,Major,Clairmont Apts Tower,USA,7,7,7,7,3,7,7,7,3,1,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_d5VNiQpSDoJ67IJ,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Psychology & Linguistics,PSYCLINGBA,Major,No Dorm,USA,7,7,5,3,4,6,6,5,4,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3nHs59JWarHS3pl,Survey Not Complete,UBUS,Bachelor of Business Admin,Senior,Business Administration,BUSBBA,Major,No Dorm,CHN,7,7,7,7,7,7,7,7,5,5,7,7,7,7,7,7,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_25FPcVw3gK8nInT,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Clairmont Residential Center Apts,USA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,3,4,4,5,3,5,5,5,5,1,3,1,1,0,0,1,1,0,1,3,1,4,1,0,0,0,0
R_zYcHBgsRCfd7LMZ,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Human Health,HHBA,Major,No Dorm,USA,6,6,7,2,4,2,1,3,3,5,7,5,6,7,4,7,1,5,5,5,5,5,5,5,5,5,5,4,5,5,3,1,1,0,0,1,1,0,1,5,6,4,1,0,0,0,0
R_1lzdExFsq0qrjzs,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,No Dorm,USA,7,5,5,5,5,2,1,5,4,4,6,6,6,4,6,6,4,4,4,4,5,3,4,4,4,4,4,,4,5,5,1,1,0,0,1,1,0,1,2,3,4,1,0,0,0,0
R_1EhTLzkjetjpxxy,Survey Not Complete,UCOL,Liberal Arts & Sciences,Senior,Mathematics,MATHBA,Major,Clairmont Apts Tower,USA,5,7,5,4,4,3,1,2,5,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_OdTnz2xkNE5RIjv,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Anthropology & Human Biology,ANTHHBIOBS,Major,Clairmont Residential Center Apts,USA,5,6,4,3,3,4,4,5,4,4,6,5,5,5,4,6,5,5,5,5,5,4,5,4,4,4,5,4,5,5,4,1,1,1,0,1,1,0,1,7,4,1,1,0,0,0,0
R_vMsTxPOVedKR4Yx,Survey Not Complete,UCOL,Liberal Arts & Sciences,Senior,International Studies,INTLSTUBA,Major,Clairmont Residential Center Apts,USA,5,5,4,2,3,2,1,5,3,3,5,6,6,6,6,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2rOtTrJvUU7MK62,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Quantitative Science,QSSBS,Major,Clairmont Undergraduate Apts,USA,5,5,4,5,5,5,4,6,4,3,4,4,4,5,5,4,5,3,4,4,5,3,4,5,4,5,3,5,2,2,3,1,0,0,0,1,2,0,1,5,5,1,0,0,1,0,0
R_OHZQ106OtvBuqd3,Survey Not Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hopkins Hall,USA,5,3,5,1,1,1,1,1,1,3,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3KDyyBZuSED7jrw,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Economics,ECONBA,Major,Clairmont Undergraduate Apts,USA,7,6,7,3,2,1,1,2,2,2,6,6,6,5,5,5,4,0,0,4,4,0,5,0,5,5,5,3,5,1,3,1,1,0,0,1,1,0,1,1,1,2,1,0,0,0,0
R_1otBfU9tkNBw1UI,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,French Studies,FRENSTUDBA,Major,No Dorm,USA,7,7,7,7,7,1,1,6,2,4,7,7,7,7,7,7,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_3I3OTrjdGsX0Ue9,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Physics,PHYSICSBS,Major,Clairmont Undergraduate Apts,USA,5,4,7,5,1,1,1,5,3,4,7,7,6,2,5,5,5,4,4,5,4,5,5,5,5,4,5,5,5,4,4,1,0,0,0,1,1,0,1,4,6,4,1,0,0,0,0
R_DCAwwbdaN13ljqh,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Neuroscience & Behav Biology,NEUROBBBS,Major,Longstreet-Means,THA,5,4,7,4,4,5,5,6,3,5,6,6,6,7,6,7,5,5,5,5,5,5,5,5,5,5,5,0,5,5,5,1,1,1,1,1,1,0,1,3,4,1,0,0,1,0,0
R_3rIY7jXdqhdAyi9,Survey Complete,LAW,Doctor of Law,Prof 1,Law,LAWJD,Major,No Dorm,USA,5,4,6,3,1,1,1,1,1,1,3,5,4,3,1,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,0,0,0,0,2,0,1,1,4,8,6,0,0,1,0,0
R_3soiY0wcZgnBInL,Survey Complete,GNUR,Master of Science in Nursing,Grad Yr 1,Emergency Nurse Practitioner,NRENP,Major,No Dorm,USA,5,4,7,3,5,1,1,3,3,4,6,7,5,3,4,5,5,5,5,5,5,0,5,5,5,5,5,0,5,3,0,1,0,0,0,2,0,4,1,3,1,3,1,0,0,0,0
R_1DnVrlEdnHvStDA,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,6,7,5,2,1,4,3,2,7,7,7,1,4,6,4,4,3,5,5,0,4,3,4,3,4,5,5,2,3,1,1,0,0,2,0,3,1,4,4,4,0,0,1,0,0
R_2QfAbSuZLUz5Fqn,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,USA,7,5,7,3,2,1,1,2,5,5,7,6,6,6,4,7,5,5,5,5,3,4,5,5,5,4,5,4,4,5,5,1,1,0,0,2,0,3,1,1,1,4,1,0,0,0,0
R_TnhWSe7R9vezaHn,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,3,3,5,2,1,1,3,1,1,3,2,2,5,2,3,4,4,3,4,4,3,4,3,4,3,4,4,4,2,2,1,1,0,0,2,0,1,1,5,1,3,1,0,0,0,0
R_3Dd2oK2Yll4r1Mn,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Psychology,PSYCPHD,Major,No Dorm,USA,6,5,6,2,7,1,1,2,3,3,7,7,7,5,5,6,5,5,4,5,5,5,5,5,5,5,5,5,5,4,3,1,0,0,0,2,0,3,1,5,4,4,1,0,0,0,0
R_1NPTyABOyyLQG0p,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,English,ENGLISHPHD,Major,No Dorm,USA,7,6,7,5,5,3,5,6,3,4,6,7,7,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1,1,2,0,3,1,4,3,4,1,0,0,0,0
R_XS4a5EJTH85pxJv,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,6,3,3,1,1,5,3,3,5,4,4,2,2,5,5,4,5,4,0,4,5,0,3,4,5,4,5,4,3,1,1,0,1,2,0,3,1,4,4,4,1,0,0,0,0
R_3O1AyowXeEVdlcp,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,7,7,5,7,7,1,1,3,1,1,7,7,5,7,7,6,5,5,5,5,4,4,5,4,5,5,5,4,5,1,3,1,1,0,1,2,0,3,1,4,4,4,1,0,0,0,0
R_1dprOdsD4YF7Yym,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,CHN,3,1,1,6,1,1,1,3,3,1,1,3,2,5,1,1,4,1,1,0,5,3,5,2,3,3,2,5,2,2,1,0,0,0,0,2,0,3,0,1,1,1,0,0,1,0,0
R_2agcSqcD9iqXRKj,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,History,HISTORYPHD,Major,No Dorm,USA,7,7,5,5,3,2,6,7,3,5,6,7,7,7,7,5,5,5,4,5,5,5,5,5,4,4,5,5,5,4,4,1,1,1,1,2,0,3,1,3,2,2,1,0,0,0,0
R_2anQOaffrm8JpkJ,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,6,3,3,2,2,2,4,3,7,5,6,6,5,6,4,4,0,4,3,3,5,5,4,4,4,5,5,4,5,1,1,0,0,2,0,3,1,1,1,1,1,0,0,0,0
R_1E3VeVAhJQB4WZF,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,7,5,5,2,3,6,3,5,5,5,4,3,2,4,5,4,2,5,5,5,5,5,4,4,4,5,5,5,4,5,1,1,0,0,2,0,3,1,5,5,4,0,0,1,0,0
R_2v2ZurnvMONuica,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,2,3,6,2,2,1,1,1,2,2,3,2,2,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,5,3,4,1,1,1,1,2,0,3,1,5,5,4,1,0,0,0,0
R_3HzZR1jF8XHlGpY,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,7,6,6,6,1,1,2,3,5,7,7,7,4,7,7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,1,1,1,1,2,0,3,1,3,2,4,1,0,0,0,0
R_PHtxkIwAiu68MQp,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,2,4,5,2,1,1,1,2,2,6,4,2,2,1,2,0,0,0,0,0,0,5,5,0,0,0,0,0,0,2,1,1,0,0,2,0,2,1,3,4,4,1,0,0,0,0
R_8fe8VriJcJ1Nfrz,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Philosophy,PHILPHD,Major,No Dorm,USA,5,5,7,6,7,1,2,5,4,5,7,7,7,4,7,7,5,5,5,5,0,5,5,0,0,5,5,5,5,5,5,1,1,1,1,2,0,3,1,4,5,4,0,0,1,0,0
R_r6i97LqLkDGtDm9,Survey Complete,GSAS,Doctor of Philosophy,Full Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,5,5,5,6,3,1,1,3,2,1,7,7,7,5,7,7,0,0,0,5,0,3,5,0,0,3,3,0,5,2,2,1,1,0,0,2,0,1,1,5,3,4,1,0,0,0,0
R_1MVSZIPmqGttRi8,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,3,7,3,2,1,2,4,4,6,6,6,7,6,5,5,5,5,4,4,0,5,5,4,0,4,5,5,5,5,1,1,0,0,2,0,4,1,1,1,2,0,0,1,0,0
R_32IVisbHXn4u7Kp,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,5,6,1,2,1,1,5,3,4,5,6,6,3,5,6,4,2,5,5,4,4,5,0,4,0,5,5,5,3,4,1,1,1,0,2,0,3,1,5,4,4,1,0,0,0,0
R_pGECe64svcG1Fwl,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,6,7,5,5,2,1,5,3,4,7,7,7,6,6,7,5,5,5,4,5,0,5,5,5,5,5,5,5,4,0,1,1,0,0,2,0,3,1,7,7,4,1,0,0,0,0
R_tKiE81eubwEoum5,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Biological and Biomedical Sci.,BBSPHD,Major,No Dorm,USA,6,1,2,6,2,1,1,3,1,1,4,5,3,2,2,4,4,3,3,4,0,4,4,4,4,4,4,5,5,1,1,1,1,0,1,2,0,3,1,4,4,4,1,0,0,0,0
R_243xdoT6jAobRW9,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Chemistry,CHEMPHD,Major,No Dorm,CHN,7,7,5,3,2,1,1,2,3,3,6,6,6,4,4,4,5,4,5,4,0,0,5,4,3,0,5,3,3,5,4,1,1,0,0,2,0,3,0,1,1,1,0,0,1,0,0
R_ZD0XIxoGTQxJIA1,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,4,3,2,1,1,3,2,2,4,6,4,6,5,5,5,0,5,5,5,0,5,0,0,5,5,0,5,2,2,1,1,0,0,2,0,3,1,4,4,4,1,0,0,0,0
R_9N1wcr1lcFKJoBz,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,2,3,2,4,2,1,1,3,3,4,4,4,4,3,5,4,3,4,3,4,4,4,4,4,4,3,3,4,4,4,0,0,0,0,2,0,3,1,4,5,4,1,0,0,0,0
R_2QS7qC7MbucE4mF,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,5,5,3,5,3,1,3,3,3,6,5,6,6,6,5,4,5,4,5,5,4,5,4,4,4,4,4,4,3,4,1,1,1,1,2,0,3,1,4,4,4,1,0,0,0,0
R_ST7EfDFhKDzVH8J,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,5,6,1,3,1,2,2,4,3,7,7,7,5,6,7,4,3,0,0,4,4,5,5,5,3,0,3,3,3,5,1,0,0,0,2,0,3,1,4,6,6,0,0,1,0,0
R_qWoGnBkh2mChK6d,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,6,6,3,2,1,1,2,3,5,7,6,6,7,5,7,5,4,4,0,4,4,5,4,5,4,5,5,5,3,4,1,1,0,0,2,0,3,1,5,5,1,0,0,1,0,0
R_0CYTaajc0BK2C6l,Survey Complete,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,6,6,6,3,3,2,2,4,4,3,5,5,5,5,5,3,0,3,3,0,3,3,3,3,0,0,0,0,3,3,2,1,1,1,0,2,0,2,1,5,6,4,1,0,0,0,0
R_1LFIGddOuUVB25F,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,4,3,5,2,1,1,3,2,2,3,4,3,6,3,3,5,3,0,3,3,0,5,3,3,3,3,4,4,1,4,1,1,0,0,2,0,3,1,4,6,4,0,0,1,0,0
R_3g0ovwaqyHuL77z,Survey Complete,MED,Doctor of Medicine,Prof 3,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,7,5,6,2,2,1,1,3,1,1,7,7,7,5,7,5,5,3,4,3,4,3,4,2,2,1,3,5,4,1,5,1,1,1,1,2,0,3,1,4,4,4,0,0,1,0,0
R_1ptzSFlQGLJd9lG,Survey Not Complete,MED,Doctor of Medicine,Prof 2,Doctor of Medicine,MEDDOCTR,Major,No Dorm,USA,5,5,5,4,5,1,1,1,1,2,7,1,1,7,1,2,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_2annUZa4HhOlXj8,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Neuroscience & Behav Biology,NEUROBBBS,Major,Eagle Row 22,USA,5,3,5,2,3,2,2,2,1,5,5,7,4,1,2,6,0,0,0,1,5,5,5,5,5,5,5,0,5,4,1,1,1,0,0,1,1,0,1,6,6,3,0,0,1,0,0
R_3e5iVDmsBy92aAk,Survey Complete,UCOL,Liberal Arts & Sciences,Junior,Spanish,SPANISHBA,Major,Peavine 746,USA,6,3,6,7,5,3,6,5,5,3,7,6,6,6,6,2,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,1,1,0,0,1,2,0,0,1,4,2,1,0,0,0,0
R_3RxCsdnKsdK7tpI,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Psychology,PSYCHBA,Major,Clairmont Undergraduate Apts,USA,6,3,5,3,2,1,1,1,2,4,5,3,2,1,1,5,0,3,5,4,0,4,5,4,0,4,0,0,5,3,2,1,1,0,0,1,1,0,1,7,5,4,1,0,0,0,0
R_5hf3Oe7Q8FglD69,Survey Complete,UCOL,Liberal Arts & Sciences,Sophomore,Neuroscience & Behav Biology,NEUROBBBS,Major,Few Hall,USA,6,2,7,6,3,4,1,2,4,5,5,5,5,6,5,5,3,5,5,5,5,4,5,5,5,4,4,5,5,4,4,1,1,1,1,1,2,0,1,2,2,2,0,0,1,0,0
R_2QflHQXUabdybh0,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Undeclared - Arts & Sciences,UNDECLARED,Major,Woodruff Hall,PAK,7,7,7,1,1,1,3,1,4,4,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_OrLQBkQKQiXGp3j,Survey Complete,UCOL,Liberal Arts & Sciences,Freshman,Undeclared - Arts & Sciences,UNDECLARED,Major,Hopkins Hall,USA,6,6,6,7,3,3,1,5,5,5,7,5,5,7,4,7,3,3,2,5,5,2,5,2,4,5,4,5,3,4,2,1,1,0,0,1,3,0,1,5,6,4,1,0,0,0,0
R_OkdhXnWFVDnX1fP,Survey Not Complete,UCOL,Liberal Arts & Sciences,Junior,Film Studies,FILMSTBA,Major,No Dorm,USA,7,5,6,3,6,3,1,5,3,5,7,7,7,7,5,6,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
R_9FGVpdpX9l4Li8N,Survey Complete,UCOL,Liberal Arts & Sciences,Senior,Environmental Sciences,ENVSBA,Major,No Dorm,USA,7,7,7,7,7,7,7,7,5,5,4,4,4,5,5,5,2,2,2,3,2,2,3,3,5,5,5,5,5,5,5,1,1,1,0,1,1,0,0,3,3,4,1,0,0,0,0
R_1nNsRjfQvROVHth,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Art History,ARTHISTPHD,Major,No Dorm,USA,7,5,4,7,3,1,1,3,2,2,6,7,6,7,5,7,5,5,0,5,5,0,4,2,4,3,5,5,5,3,2,1,1,1,1,2,0,3,1,4,5,4,1,0,0,0,0
R_pmiYWp1ASSQR0wV,Survey Complete,GSAS,Doctor of Philosophy,Adv Stdng,Religion,RELPHD,Major,No Dorm,GBR,5,5,4,6,5,1,1,6,2,2,5,6,4,6,4,6,5,4,3,4,3,4,5,3,2,3,4,4,4,4,4,1,1,1,1,2,0,3,0,4,4,4,0,0,1,0,0
